1,10
1,11
2,12
2,13
13,17
13,18
10,15
10,16
11,19
11,20
12,21
12,22
16,25
16,26
22,27
22,28
18,29
18,30
17,31
17,32
15,33
15,34
21,37
21,38
19,35
19,36
20,39
20,40
30,43
30,44
32,41
32,42
29,47
29,48
27,45
27,46
28,49
28,50
31,51
31,52
37,53
37,54
38,55
38,56
42,57
42,58
39,59
39,60
48,61
48,62
40,63
40,64
46,65
46,66
47,69
47,70
53,67
53,68
33,71
33,72
